maintenance_id,equipment_id,building_id,maintenance_date,maintenance_type,work_order_status,downtime_hours,cost_vnd,technician_team,data_origin
MT01292,EQ00005,BLD001,2025-03-29,Inspection,Completed,7.4,13950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01293,EQ00711,BLD046,2025-05-03,Preventive,In Progress,0.7,11600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01294,EQ01779,BLD112,2025-12-02,Inspection,Completed,11.1,17150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01295,EQ01851,BLD117,2025-01-07,Cleaning,Open,1.1,8900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01296,EQ00943,BLD060,2026-07-05,Preventive,Open,2.1,21500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01297,EQ01800,BLD114,2025-10-16,Preventive,Completed,2.7,600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01298,EQ00560,BLD037,2026-04-14,Preventive,Completed,9.0,17400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01299,EQ01606,BLD102,2026-01-13,Corrective,In Progress,10.7,1700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01300,EQ01731,BLD110,2026-01-02,Corrective,Completed,1.1,23950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01301,EQ01665,BLD106,2025-11-15,Calibration,Completed,3.3,12900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01302,EQ01240,BLD079,2025-07-08,Corrective,Completed,4.4,13600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01303,EQ00706,BLD046,2026-05-21,Corrective,Completed,10.5,9100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01304,EQ00689,BLD044,2026-03-29,Inspection,Completed,1.0,12800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01305,EQ00489,BLD031,2026-04-25,Preventive,Completed,1.1,14750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01306,EQ00905,BLD058,2025-05-02,Corrective,In Progress,2.7,14050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01307,EQ01297,BLD083,2025-11-10,Calibration,Completed,5.1,10000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01308,EQ00910,BLD058,2026-02-06,Calibration,Completed,4.9,13600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01309,EQ01578,BLD100,2026-09-05,Corrective,Completed,11.7,11150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01310,EQ01207,BLD077,2025-01-11,Cleaning,Completed,6.2,15550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01311,EQ01076,BLD069,2025-08-25,Cleaning,Completed,0.3,2500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01312,EQ00089,BLD006,2025-05-05,Inspection,In Progress,11.5,9500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01313,EQ01613,BLD103,2025-11-05,Corrective,In Progress,8.1,650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01314,EQ00159,BLD011,2025-12-02,Calibration,Completed,5.8,11400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01315,EQ01380,BLD088,2025-05-13,Inspection,Completed,3.7,24900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01316,EQ01061,BLD068,2026-05-25,Calibration,In Progress,0.6,10250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01317,EQ00912,BLD058,2026-03-03,Inspection,Completed,1.8,22950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01318,EQ00060,BLD004,2025-06-04,Preventive,Completed,8.9,6500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01319,EQ00601,BLD039,2025-03-23,Preventive,Completed,4.1,5950000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01320,EQ00684,BLD044,2026-02-05,Cleaning,Completed,1.6,18550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01321,EQ01221,BLD079,2025-03-19,Inspection,In Progress,11.7,1650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01322,EQ01380,BLD088,2026-03-17,Preventive,Open,4.2,6950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01323,EQ00748,BLD048,2025-03-28,Calibration,Completed,9.3,7150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01324,EQ00347,BLD022,2026-03-22,Preventive,Completed,10.5,15900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01325,EQ01448,BLD092,2025-11-24,Inspection,Completed,4.5,2350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01326,EQ00384,BLD025,2025-08-22,Preventive,In Progress,9.4,5050000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01327,EQ01728,BLD110,2025-04-19,Preventive,In Progress,1.1,1800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01328,EQ00129,BLD009,2026-01-28,Corrective,In Progress,11.3,23700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01329,EQ01336,BLD086,2025-10-20,Preventive,Open,9.4,7000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01330,EQ01162,BLD075,2025-08-23,Calibration,Completed,5.1,15650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01331,EQ00880,BLD057,2025-08-05,Cleaning,Completed,7.1,7500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01332,EQ01035,BLD066,2026-04-15,Preventive,Completed,2.8,9150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01333,EQ01187,BLD076,2026-08-27,Calibration,Completed,0.7,800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01334,EQ01673,BLD106,2025-02-25,Corrective,Completed,4.4,17950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01335,EQ00923,BLD059,2025-04-03,Calibration,Open,8.8,20250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01336,EQ00486,BLD031,2025-05-05,Cleaning,Open,0.5,7900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01337,EQ00662,BLD043,2026-04-05,Inspection,In Progress,10.3,3750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01338,EQ00976,BLD062,2026-08-28,Cleaning,Completed,11.9,3100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01339,EQ01079,BLD069,2026-06-29,Calibration,Completed,11.8,14050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01340,EQ00561,BLD037,2025-12-26,Calibration,In Progress,2.4,8500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01341,EQ00612,BLD039,2025-02-24,Inspection,Completed,9.9,1550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01342,EQ01912,BLD120,2026-06-24,Inspection,Completed,6.5,1500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01343,EQ01767,BLD112,2026-09-11,Preventive,Open,3.8,24000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01344,EQ00065,BLD005,2025-02-01,Preventive,Completed,10.5,16500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01345,EQ01565,BLD099,2025-09-06,Preventive,Completed,1.9,13800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01346,EQ01369,BLD087,2025-05-13,Calibration,Completed,6.5,23750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01347,EQ00215,BLD015,2025-03-19,Corrective,Completed,5.1,17900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01348,EQ00110,BLD007,2025-07-04,Calibration,Completed,6.8,10300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01349,EQ00852,BLD055,2025-10-31,Corrective,In Progress,11.7,5000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01350,EQ01358,BLD087,2025-01-25,Corrective,Open,0.4,10350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01351,EQ00910,BLD058,2026-02-24,Calibration,Completed,11.4,6700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01352,EQ01740,BLD110,2026-01-23,Preventive,Completed,5.8,24650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01353,EQ01305,BLD083,2025-05-23,Cleaning,Completed,2.8,5950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01354,EQ01826,BLD115,2026-01-25,Calibration,Completed,4.0,7300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01355,EQ01522,BLD097,2026-05-10,Preventive,Completed,12.0,10100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01356,EQ00589,BLD038,2025-06-20,Preventive,Completed,0.5,20700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01357,EQ01579,BLD100,2025-12-14,Preventive,Completed,0.9,1650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01358,EQ01528,BLD097,2026-04-06,Calibration,Completed,9.6,12650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01359,EQ00016,BLD001,2026-03-30,Preventive,Completed,10.5,1200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01360,EQ01843,BLD116,2025-08-29,Inspection,Open,11.9,2600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01361,EQ01492,BLD095,2026-04-09,Calibration,In Progress,8.7,3200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01362,EQ00342,BLD022,2025-02-26,Inspection,Completed,8.4,18850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01363,EQ01473,BLD093,2025-05-21,Calibration,Completed,8.5,19800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01364,EQ01906,BLD120,2026-06-08,Calibration,Open,9.7,17550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01365,EQ00731,BLD047,2025-12-28,Cleaning,Completed,8.8,11450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01366,EQ01811,BLD114,2026-05-21,Cleaning,Completed,0.2,13300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01367,EQ00758,BLD049,2025-08-03,Corrective,Completed,9.1,13000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01368,EQ00097,BLD006,2026-06-13,Cleaning,Open,1.4,14250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01369,EQ00826,BLD053,2025-07-07,Preventive,Completed,7.7,10600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01370,EQ01413,BLD090,2026-04-03,Preventive,Open,9.4,23900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01371,EQ00211,BLD014,2025-03-19,Corrective,Completed,10.8,7500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01372,EQ00396,BLD026,2026-04-16,Corrective,Open,5.4,22950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01373,EQ00100,BLD007,2026-05-30,Cleaning,Open,6.9,16700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01374,EQ00926,BLD059,2026-07-14,Preventive,In Progress,7.9,1350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01375,EQ00285,BLD019,2026-06-30,Corrective,Completed,9.8,9100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01376,EQ01433,BLD091,2025-04-28,Preventive,Open,2.6,12000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01377,EQ00522,BLD034,2026-09-01,Cleaning,Completed,2.4,23800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01378,EQ00328,BLD022,2026-06-17,Calibration,Completed,5.1,16000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01379,EQ00102,BLD007,2026-08-09,Cleaning,Completed,7.4,18000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01380,EQ01373,BLD087,2025-06-21,Preventive,Completed,8.2,19850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01381,EQ00184,BLD013,2026-01-24,Calibration,Completed,0.9,12300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01382,EQ00608,BLD039,2026-01-11,Cleaning,Completed,6.8,18100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01383,EQ00250,BLD016,2026-01-28,Preventive,Open,2.0,15050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01384,EQ01290,BLD083,2026-03-10,Corrective,Completed,11.5,10900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01385,EQ01292,BLD083,2025-07-28,Inspection,Completed,9.9,15150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01386,EQ01270,BLD081,2026-06-06,Cleaning,Completed,1.2,9600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01387,EQ00516,BLD034,2025-09-13,Corrective,Completed,1.8,4800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01388,EQ01587,BLD100,2025-12-07,Calibration,In Progress,3.1,15050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01389,EQ00067,BLD005,2025-12-16,Inspection,Open,11.7,15700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01390,EQ00922,BLD059,2025-05-25,Cleaning,Completed,0.3,15350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01391,EQ00801,BLD052,2026-06-13,Calibration,Open,1.8,17100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01392,EQ01188,BLD077,2026-06-23,Cleaning,In Progress,5.4,11200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01393,EQ01749,BLD111,2026-07-23,Cleaning,In Progress,2.4,15000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01394,EQ00771,BLD050,2025-10-23,Corrective,Completed,8.4,24900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01395,EQ00333,BLD022,2026-04-06,Calibration,In Progress,1.0,13250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01396,EQ00962,BLD061,2025-01-17,Inspection,Open,2.6,24950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01397,EQ00693,BLD044,2026-09-06,Cleaning,In Progress,3.0,8050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01398,EQ01702,BLD108,2026-07-25,Calibration,Completed,3.5,1100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01399,EQ00599,BLD039,2025-11-22,Preventive,In Progress,5.9,16900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01400,EQ00458,BLD030,2025-03-15,Preventive,Completed,1.1,300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01401,EQ01209,BLD078,2026-08-04,Calibration,Completed,2.2,6200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01402,EQ01869,BLD117,2025-04-21,Cleaning,In Progress,1.6,19150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01403,EQ00322,BLD021,2026-05-21,Corrective,Completed,11.2,2900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01404,EQ01666,BLD106,2026-03-19,Corrective,Completed,2.9,9350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01405,EQ01398,BLD089,2025-09-14,Cleaning,Completed,7.3,15550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01406,EQ01864,BLD117,2025-05-14,Cleaning,In Progress,11.6,6750000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01407,EQ00427,BLD028,2025-12-19,Preventive,In Progress,1.0,10350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01408,EQ01626,BLD103,2025-11-22,Inspection,Open,3.6,22300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01409,EQ00117,BLD008,2026-03-30,Corrective,Completed,7.7,12100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01410,EQ00969,BLD062,2025-03-05,Corrective,Open,11.0,20050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01411,EQ01742,BLD110,2026-03-12,Cleaning,Completed,0.2,22700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01412,EQ00209,BLD014,2025-10-21,Corrective,Completed,6.2,6800000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01413,EQ01712,BLD109,2026-09-02,Cleaning,Completed,9.1,24100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01414,EQ00322,BLD021,2025-09-25,Calibration,Completed,9.8,18500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01415,EQ01025,BLD065,2025-07-03,Preventive,Open,11.2,14750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01416,EQ01184,BLD076,2025-07-15,Calibration,Open,6.5,2950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01417,EQ00582,BLD038,2025-05-18,Corrective,Completed,10.1,11250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01418,EQ01081,BLD069,2025-03-26,Corrective,Open,8.3,9950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01419,EQ01610,BLD102,2025-09-07,Preventive,Open,11.1,3550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01420,EQ01322,BLD084,2025-07-24,Inspection,Completed,0.6,4350000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01421,EQ01181,BLD076,2026-06-23,Preventive,Completed,1.1,10650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01422,EQ01207,BLD077,2025-02-27,Calibration,Open,8.7,2700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01423,EQ00225,BLD015,2026-06-11,Corrective,In Progress,5.4,7250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01424,EQ00935,BLD060,2025-01-02,Inspection,Completed,11.1,7500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01425,EQ00830,BLD054,2026-02-16,Calibration,Open,1.6,17550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01426,EQ00237,BLD016,2025-10-20,Inspection,Completed,1.5,2350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01427,EQ00608,BLD039,2026-02-02,Corrective,Completed,5.2,8700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01428,EQ01509,BLD096,2025-08-13,Inspection,Completed,7.5,8200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01429,EQ01117,BLD072,2025-08-10,Cleaning,In Progress,6.5,14900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01430,EQ01756,BLD111,2025-03-03,Calibration,Completed,3.7,6000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01431,EQ01287,BLD082,2026-01-07,Corrective,Completed,10.1,23000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01432,EQ00519,BLD034,2025-08-03,Corrective,Completed,7.8,11650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01433,EQ01310,BLD083,2025-10-19,Preventive,Open,8.2,8050000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01434,EQ00061,BLD004,2025-06-02,Cleaning,In Progress,5.7,5150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01435,EQ01267,BLD081,2025-02-17,Cleaning,Open,2.5,18450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01436,EQ00830,BLD054,2026-04-07,Calibration,Completed,11.6,19850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01437,EQ01115,BLD071,2025-10-13,Inspection,Open,7.1,17100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01438,EQ00139,BLD010,2026-04-13,Cleaning,Completed,10.3,16850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01439,EQ01237,BLD079,2025-01-23,Calibration,Completed,6.5,18950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01440,EQ01589,BLD101,2026-03-03,Preventive,Completed,3.8,10950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01441,EQ01319,BLD084,2026-03-16,Preventive,Completed,5.2,20250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01442,EQ00589,BLD038,2026-04-02,Preventive,Open,9.6,17500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01443,EQ00197,BLD014,2026-06-16,Preventive,Completed,9.1,14850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01444,EQ00315,BLD021,2026-07-09,Preventive,In Progress,3.8,12650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01445,EQ00060,BLD004,2025-09-14,Cleaning,Completed,9.9,12300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01446,EQ01056,BLD068,2025-05-15,Cleaning,Completed,6.6,20400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01447,EQ00813,BLD053,2026-01-30,Inspection,Completed,6.4,5100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01448,EQ01673,BLD106,2026-07-02,Corrective,Completed,0.0,17700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01449,EQ01815,BLD114,2026-07-05,Inspection,Completed,7.9,11150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01450,EQ00627,BLD041,2025-03-21,Inspection,Completed,7.2,2550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01451,EQ01414,BLD090,2025-02-25,Cleaning,Completed,3.3,8700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01452,EQ01363,BLD087,2026-05-11,Inspection,Completed,6.6,10900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01453,EQ00552,BLD036,2025-06-09,Cleaning,In Progress,0.8,3900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01454,EQ01040,BLD066,2026-01-14,Inspection,Completed,1.6,19700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01455,EQ00956,BLD061,2026-07-17,Cleaning,Completed,10.9,6400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01456,EQ01125,BLD072,2026-08-02,Inspection,Completed,4.0,13300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01457,EQ00056,BLD004,2026-03-15,Calibration,In Progress,7.6,9800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01458,EQ00672,BLD043,2025-09-18,Inspection,Completed,10.4,15700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01459,EQ01074,BLD068,2026-03-10,Preventive,Open,0.8,2850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01460,EQ01799,BLD114,2026-04-17,Preventive,Completed,0.4,3050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01461,EQ00758,BLD049,2025-10-25,Inspection,Completed,8.7,12800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01462,EQ00707,BLD046,2025-04-02,Calibration,Completed,6.3,13550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01463,EQ00814,BLD053,2025-05-30,Cleaning,Completed,9.8,22700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01464,EQ00167,BLD012,2025-05-15,Preventive,Completed,11.0,11400000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01465,EQ00836,BLD054,2025-11-03,Inspection,In Progress,11.1,7850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01466,EQ00294,BLD019,2025-11-01,Inspection,Completed,8.4,14050000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01467,EQ00425,BLD028,2025-06-06,Cleaning,Open,4.0,16400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01468,EQ00213,BLD015,2025-03-07,Preventive,Completed,10.8,20500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01469,EQ01379,BLD088,2026-08-02,Corrective,In Progress,6.9,20750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01470,EQ01903,BLD119,2026-08-22,Inspection,Completed,0.3,1950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01471,EQ00654,BLD043,2025-08-02,Calibration,In Progress,2.0,16100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01472,EQ00652,BLD042,2025-03-13,Preventive,In Progress,9.1,1150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01473,EQ01530,BLD097,2026-08-14,Preventive,Open,5.6,7600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01474,EQ00343,BLD022,2026-06-01,Inspection,Completed,11.6,15550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01475,EQ00617,BLD040,2026-04-27,Calibration,Completed,11.5,550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01476,EQ00470,BLD030,2026-04-02,Cleaning,Completed,10.5,9250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01477,EQ01017,BLD065,2025-05-12,Calibration,Completed,8.2,6000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01478,EQ00987,BLD063,2025-05-10,Corrective,Completed,4.3,18200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01479,EQ00334,BLD022,2025-01-07,Inspection,Completed,11.5,20550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01480,EQ01589,BLD101,2025-05-02,Cleaning,In Progress,10.2,12000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01481,EQ00063,BLD005,2026-05-07,Corrective,Completed,3.4,22400000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01482,EQ00889,BLD057,2026-06-25,Calibration,Completed,5.1,5850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01483,EQ00410,BLD027,2025-05-18,Inspection,In Progress,2.0,13500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01484,EQ01827,BLD115,2026-01-23,Corrective,Completed,4.1,14450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01485,EQ01448,BLD092,2025-11-21,Calibration,Completed,7.2,22350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01486,EQ01911,BLD120,2025-12-24,Preventive,Completed,7.1,4800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01487,EQ01308,BLD083,2025-03-13,Inspection,Completed,6.5,20650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01488,EQ01465,BLD093,2025-03-03,Preventive,In Progress,2.7,200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01489,EQ01660,BLD105,2026-02-02,Calibration,Completed,1.4,11550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01490,EQ00836,BLD054,2026-04-01,Cleaning,In Progress,2.4,3350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01491,EQ01905,BLD120,2025-12-21,Cleaning,Completed,2.1,23700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01492,EQ01381,BLD088,2025-09-13,Preventive,Completed,7.1,8000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01493,EQ01567,BLD099,2025-03-24,Inspection,Open,5.6,9000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01494,EQ00380,BLD025,2025-10-02,Cleaning,Completed,1.0,8350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01495,EQ01133,BLD073,2026-06-21,Preventive,Completed,5.3,23700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01496,EQ00450,BLD029,2025-10-22,Preventive,In Progress,11.9,6650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01497,EQ00929,BLD059,2026-03-20,Corrective,Open,4.5,23100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01498,EQ01669,BLD106,2025-09-09,Calibration,In Progress,11.3,20650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
