equipment_id,building_id,equipment_type,system_category,floor_or_zone,manufacturer,model,install_year,rated_power_kw,status,criticality,data_origin
EQ00957,BLD061,Split AC,HVAC,11,Hitachi,SPL-621,2018,226.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00958,BLD061,Water Pump,Plumbing,6,Schneider,WAT-691,2014,368.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00959,BLD061,FCU,HVAC,16,Daikin,FCU-380,2022,196.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00960,BLD061,FCU,HVAC,13,LS Electric,FCU-673,2025,434.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00961,BLD061,Chiller,HVAC,8,ABB,CHI-945,2023,184.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00962,BLD061,AHU,HVAC,5,Carrier,AHU-634,2012,123.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00963,BLD061,Lift,Vertical Transport,18,Grundfos,LIF-847,2020,48.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00964,BLD061,Fire Pump,Fire Safety,5,Hitachi,FIR-668,2022,328.9,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00965,BLD062,FCU,HVAC,4,ABB,FCU-104,2022,186.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ00966,BLD062,Transformer,Electrical,2,Hitachi,TRA-686,2013,241.5,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00967,BLD062,Split AC,HVAC,3,Panasonic,SPL-577,2019,132.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00968,BLD062,Humidity Sensor,BMS,2,LS Electric,HUM-504,2018,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00969,BLD062,Temperature Sensor,BMS,2,Grundfos,TEM-279,2013,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00970,BLD062,Booster Pump,Plumbing,2,Hitachi,BOO-119,2011,77.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00971,BLD062,CO2 Sensor,BMS,4,Grundfos,CO2-816,2010,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00972,BLD062,Chiller,HVAC,1,LS Electric,CHI-666,2020,285.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00973,BLD062,Water Pump,Plumbing,2,Carrier,WAT-565,2021,290.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00974,BLD062,Fire Pump,Fire Safety,4,Toshiba,FIR-993,2018,262.4,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00975,BLD062,Lift,Vertical Transport,1,Grundfos,LIF-457,2024,424.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00976,BLD062,Cooling Tower,HVAC,Roof,Trane,COO-545,2023,214.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00977,BLD062,Generator,Electrical,1,Schneider,GEN-638,2011,102.3,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00978,BLD062,CO2 Sensor,BMS,4,ABB,CO2-581,2010,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00979,BLD062,Lift,Vertical Transport,4,LS Electric,LIF-990,2020,275.2,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00980,BLD062,Transformer,Electrical,1,Daikin,TRA-198,2013,378.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00981,BLD062,Temperature Sensor,BMS,4,Toshiba,TEM-109,2010,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00982,BLD063,AHU,HVAC,17,Carrier,AHU-292,2006,268.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00983,BLD063,FCU,HVAC,18,Trane,FCU-969,2021,178.9,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00984,BLD063,Transformer,Electrical,14,Panasonic,TRA-141,2022,190.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ00985,BLD063,Transformer,Electrical,16,LS Electric,TRA-403,2007,167.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00986,BLD063,CO2 Sensor,BMS,8,Mitsubishi,CO2-763,2008,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00987,BLD063,AHU,HVAC,4,Toshiba,AHU-384,2026,118.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00988,BLD063,Split AC,HVAC,18,Panasonic,SPL-868,2012,144.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00989,BLD063,Generator,Electrical,27,Toshiba,GEN-654,2006,425.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00990,BLD063,Lift,Vertical Transport,35,Grundfos,LIF-399,2017,193.0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00991,BLD063,Cooling Tower,HVAC,Roof,Trane,COO-465,2026,73.0,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00992,BLD063,Split AC,HVAC,3,ABB,SPL-302,2024,368.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00993,BLD063,Lighting Panel,Lighting,34,Carrier,LIG-402,2008,13.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00994,BLD063,Water Pump,Plumbing,35,Panasonic,WAT-479,2020,343.7,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00995,BLD063,Temperature Sensor,BMS,25,LS Electric,TEM-905,2008,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00996,BLD064,Transformer,Electrical,8,Siemens,TRA-506,2023,126.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00997,BLD064,FCU,HVAC,11,Toshiba,FCU-576,2025,216.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00998,BLD064,Lighting Panel,Lighting,10,Carrier,LIG-508,2016,157.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00999,BLD064,MDB,Electrical,9,Daikin,MDB-208,2017,137.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01000,BLD064,Fire Pump,Fire Safety,17,Daikin,FIR-233,2021,151.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01001,BLD064,AHU,HVAC,4,Daikin,AHU-936,2009,444.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01002,BLD064,Generator,Electrical,13,Panasonic,GEN-494,1999,216.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01003,BLD064,AHU,HVAC,7,Siemens,AHU-111,2006,230.7,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01004,BLD064,CO2 Sensor,BMS,12,Schneider,CO2-307,1999,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01005,BLD064,Generator,Electrical,5,Mitsubishi,GEN-960,2021,174.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01006,BLD064,Generator,Electrical,3,Daikin,GEN-820,2024,430.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01007,BLD064,Temperature Sensor,BMS,2,Hitachi,TEM-799,2008,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01008,BLD064,FCU,HVAC,14,Trane,FCU-853,2019,47.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01009,BLD064,CO2 Sensor,BMS,10,ABB,CO2-762,2002,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01010,BLD064,Humidity Sensor,BMS,19,ABB,HUM-240,2009,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01011,BLD064,FCU,HVAC,2,ABB,FCU-464,2001,407.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01012,BLD064,AHU,HVAC,13,Hitachi,AHU-577,2018,52.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01013,BLD064,CO2 Sensor,BMS,7,Panasonic,CO2-822,2005,0,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01014,BLD064,Transformer,Electrical,13,Trane,TRA-752,2021,222.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01015,BLD064,MDB,Electrical,16,Mitsubishi,MDB-803,2016,298.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01016,BLD065,FCU,HVAC,12,LS Electric,FCU-416,2023,242.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01017,BLD065,Chiller,HVAC,6,Schneider,CHI-741,2026,413.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01018,BLD065,CO2 Sensor,BMS,8,Daikin,CO2-426,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01019,BLD065,Lift,Vertical Transport,7,Trane,LIF-834,2024,418.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01020,BLD065,Water Pump,Plumbing,7,Mitsubishi,WAT-293,2024,215.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01021,BLD065,FCU,HVAC,14,LS Electric,FCU-792,2024,40.6,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01022,BLD065,Transformer,Electrical,5,Grundfos,TRA-228,2022,308.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01023,BLD065,Temperature Sensor,BMS,7,ABB,TEM-254,2022,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01024,BLD065,Temperature Sensor,BMS,8,ABB,TEM-989,2023,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01025,BLD065,Chiller,HVAC,2,Daikin,CHI-435,2026,147.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01026,BLD065,FCU,HVAC,3,Trane,FCU-823,2022,113.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01027,BLD065,Humidity Sensor,BMS,1,Siemens,HUM-784,2024,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01028,BLD065,AHU,HVAC,9,Toshiba,AHU-518,2023,397.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01029,BLD065,Fire Pump,Fire Safety,9,Grundfos,FIR-894,2023,28.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01030,BLD065,Fire Pump,Fire Safety,8,Hitachi,FIR-705,2022,42.7,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01031,BLD065,Transformer,Electrical,5,Daikin,TRA-149,2022,112.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01032,BLD066,Chiller,HVAC,23,Mitsubishi,CHI-133,2022,200.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01033,BLD066,Temperature Sensor,BMS,19,Panasonic,TEM-237,2022,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01034,BLD066,Transformer,Electrical,27,Panasonic,TRA-938,2026,110.4,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01035,BLD066,MDB,Electrical,18,Trane,MDB-317,2024,233.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01036,BLD066,Split AC,HVAC,20,Panasonic,SPL-216,2024,162.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01037,BLD066,Cooling Tower,HVAC,Roof,Panasonic,COO-384,2026,415.7,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01038,BLD066,Booster Pump,Plumbing,25,Carrier,BOO-141,2025,112.3,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01039,BLD066,Water Pump,Plumbing,9,Carrier,WAT-423,2026,171.7,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01040,BLD066,MDB,Electrical,14,Toshiba,MDB-951,2023,296.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01041,BLD066,Fire Pump,Fire Safety,14,Mitsubishi,FIR-718,2025,344.9,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01042,BLD067,CO2 Sensor,BMS,5,LS Electric,CO2-373,2022,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01043,BLD067,Water Pump,Plumbing,23,Mitsubishi,WAT-511,2024,409.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01044,BLD067,Lift,Vertical Transport,2,Schneider,LIF-593,2024,155.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01045,BLD067,Booster Pump,Plumbing,6,Daikin,BOO-969,2025,175.1,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01046,BLD067,Lift,Vertical Transport,8,Siemens,LIF-280,2026,360.8,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01047,BLD067,Temperature Sensor,BMS,14,ABB,TEM-983,2022,0,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01048,BLD067,Chiller,HVAC,17,Grundfos,CHI-546,2026,42.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01049,BLD067,Booster Pump,Plumbing,10,Daikin,BOO-951,2024,397.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01050,BLD067,Transformer,Electrical,17,Siemens,TRA-442,2023,317.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01051,BLD067,Temperature Sensor,BMS,21,Mitsubishi,TEM-272,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01052,BLD067,Temperature Sensor,BMS,12,Schneider,TEM-723,2025,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01053,BLD067,Lift,Vertical Transport,14,Trane,LIF-802,2022,303.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01054,BLD068,Lift,Vertical Transport,6,Schneider,LIF-785,2016,445.1,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01055,BLD068,MDB,Electrical,7,Trane,MDB-987,2020,365.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01056,BLD068,Chiller,HVAC,27,Schneider,CHI-309,2025,429.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01057,BLD068,MDB,Electrical,9,Trane,MDB-760,2002,28.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01058,BLD068,AHU,HVAC,15,Trane,AHU-658,2014,268.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01059,BLD068,Cooling Tower,HVAC,Roof,Panasonic,COO-181,2023,255.5,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01060,BLD068,Water Pump,Plumbing,27,Toshiba,WAT-984,2017,430.1,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01061,BLD068,AHU,HVAC,3,ABB,AHU-818,2024,249.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01062,BLD068,Booster Pump,Plumbing,26,Daikin,BOO-324,2025,380.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01063,BLD068,Fire Pump,Fire Safety,24,Trane,FIR-786,2010,244.7,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01064,BLD068,AHU,HVAC,21,Schneider,AHU-165,2019,239.4,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01065,BLD068,Generator,Electrical,21,Schneider,GEN-276,2014,395.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01066,BLD068,Fire Pump,Fire Safety,26,Panasonic,FIR-979,2018,1.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01067,BLD068,Fire Pump,Fire Safety,22,Daikin,FIR-190,2004,1.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01068,BLD068,Booster Pump,Plumbing,6,Carrier,BOO-707,2010,197.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01069,BLD068,Transformer,Electrical,6,Trane,TRA-998,2013,147.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01070,BLD068,Lighting Panel,Lighting,3,Grundfos,LIG-628,2022,84.2,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01071,BLD068,CO2 Sensor,BMS,27,Grundfos,CO2-465,2023,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01072,BLD068,Generator,Electrical,2,Toshiba,GEN-775,2015,190.3,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01073,BLD068,Booster Pump,Plumbing,6,Schneider,BOO-262,2007,160.2,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01074,BLD068,Generator,Electrical,31,Grundfos,GEN-576,2010,187.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01075,BLD068,Generator,Electrical,12,LS Electric,GEN-770,2011,335.0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01076,BLD069,Split AC,HVAC,6,Siemens,SPL-508,2024,370.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01077,BLD069,Lift,Vertical Transport,7,Schneider,LIF-499,2024,196.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01078,BLD069,MDB,Electrical,4,Hitachi,MDB-141,2023,118.9,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01079,BLD069,Booster Pump,Plumbing,7,Mitsubishi,BOO-277,2023,330.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01080,BLD069,Booster Pump,Plumbing,7,ABB,BOO-460,2018,392.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01081,BLD069,Water Pump,Plumbing,5,Mitsubishi,WAT-667,2020,101.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01082,BLD069,Humidity Sensor,BMS,7,Siemens,HUM-914,2023,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01083,BLD069,Generator,Electrical,9,Grundfos,GEN-988,2022,126.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01084,BLD069,Generator,Electrical,5,Siemens,GEN-240,2021,297.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01085,BLD069,Water Pump,Plumbing,13,Daikin,WAT-125,2019,200.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01086,BLD069,Humidity Sensor,BMS,13,Panasonic,HUM-263,2018,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01087,BLD069,FCU,HVAC,6,Schneider,FCU-535,2023,409.0,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01088,BLD069,Fire Pump,Fire Safety,13,Panasonic,FIR-452,2017,13.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01089,BLD070,AHU,HVAC,3,Siemens,AHU-310,2017,69.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01090,BLD070,Chiller,HVAC,6,Mitsubishi,CHI-232,2006,366.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01091,BLD070,Booster Pump,Plumbing,7,Trane,BOO-970,2006,144.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01092,BLD070,Chiller,HVAC,5,Mitsubishi,CHI-576,2005,77.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01093,BLD070,FCU,HVAC,7,ABB,FCU-318,2021,78.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01094,BLD070,Water Pump,Plumbing,7,Daikin,WAT-833,2010,309.7,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01095,BLD070,Split AC,HVAC,2,Trane,SPL-421,2026,211.4,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01096,BLD070,MDB,Electrical,6,ABB,MDB-719,2004,278.6,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01097,BLD070,Temperature Sensor,BMS,2,LS Electric,TEM-541,2013,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01098,BLD070,AHU,HVAC,6,ABB,AHU-887,2023,18.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01099,BLD070,Cooling Tower,HVAC,Roof,Schneider,COO-831,2017,396.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01100,BLD070,AHU,HVAC,7,ABB,AHU-173,2008,318.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01101,BLD071,Humidity Sensor,BMS,1,Toshiba,HUM-903,2009,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01102,BLD071,FCU,HVAC,6,Panasonic,FCU-444,2006,398.3,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01103,BLD071,Cooling Tower,HVAC,Roof,Trane,COO-235,2016,176.7,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01104,BLD071,Lift,Vertical Transport,7,Hitachi,LIF-654,2025,298.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01105,BLD071,Temperature Sensor,BMS,6,LS Electric,TEM-525,2018,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01106,BLD071,Humidity Sensor,BMS,1,Toshiba,HUM-831,2023,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01107,BLD071,Humidity Sensor,BMS,7,Hitachi,HUM-837,2007,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01108,BLD071,Lift,Vertical Transport,7,Panasonic,LIF-814,2018,369.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01109,BLD071,Humidity Sensor,BMS,7,Panasonic,HUM-217,2024,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01110,BLD071,Transformer,Electrical,3,Schneider,TRA-224,2011,356.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01111,BLD071,Transformer,Electrical,3,Mitsubishi,TRA-323,2009,186.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01112,BLD071,Chiller,HVAC,7,LS Electric,CHI-977,2012,314.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01113,BLD071,Split AC,HVAC,5,LS Electric,SPL-582,2020,180.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01114,BLD071,Humidity Sensor,BMS,3,Schneider,HUM-252,2020,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01115,BLD071,Lighting Panel,Lighting,4,Mitsubishi,LIG-978,2021,12.3,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01116,BLD072,Cooling Tower,HVAC,Roof,Trane,COO-928,2021,329.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01117,BLD072,Transformer,Electrical,16,Grundfos,TRA-925,2024,164.3,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01118,BLD072,Chiller,HVAC,22,Schneider,CHI-992,2022,0.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01119,BLD072,Humidity Sensor,BMS,19,Hitachi,HUM-100,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01120,BLD072,Transformer,Electrical,15,Grundfos,TRA-120,2022,8.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01121,BLD072,Lighting Panel,Lighting,17,Hitachi,LIG-843,2025,377.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01122,BLD072,Generator,Electrical,11,Schneider,GEN-260,2021,235.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01123,BLD072,Generator,Electrical,16,Hitachi,GEN-648,2023,155.2,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01124,BLD072,AHU,HVAC,2,Daikin,AHU-408,2024,378.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01125,BLD072,Booster Pump,Plumbing,19,Hitachi,BOO-713,2022,23.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01126,BLD072,CO2 Sensor,BMS,19,Mitsubishi,CO2-708,2024,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01127,BLD073,FCU,HVAC,5,Daikin,FCU-177,2014,366.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01128,BLD073,Generator,Electrical,3,Mitsubishi,GEN-660,2016,148.4,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01129,BLD073,MDB,Electrical,1,Toshiba,MDB-201,2012,226.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01130,BLD073,MDB,Electrical,2,Mitsubishi,MDB-868,2024,4.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01131,BLD073,Cooling Tower,HVAC,Roof,Panasonic,COO-345,2021,229.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01132,BLD073,Transformer,Electrical,1,Schneider,TRA-501,2014,194.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01133,BLD073,Lighting Panel,Lighting,3,Siemens,LIG-525,2026,246.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01134,BLD073,Chiller,HVAC,5,Hitachi,CHI-170,2018,262.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01135,BLD073,Lift,Vertical Transport,4,Panasonic,LIF-308,2022,135.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01136,BLD073,Booster Pump,Plumbing,1,Trane,BOO-725,2002,443.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01137,BLD073,AHU,HVAC,5,Panasonic,AHU-690,2004,206.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01138,BLD073,Chiller,HVAC,1,Siemens,CHI-248,2012,117.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01139,BLD073,CO2 Sensor,BMS,3,ABB,CO2-214,2024,0,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01140,BLD073,Chiller,HVAC,5,Daikin,CHI-189,2005,213.5,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01141,BLD073,Generator,Electrical,4,Schneider,GEN-536,2017,208.0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01142,BLD073,FCU,HVAC,4,LS Electric,FCU-241,2008,298.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01143,BLD073,Fire Pump,Fire Safety,4,Grundfos,FIR-312,2002,105.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01144,BLD073,Lift,Vertical Transport,1,LS Electric,LIF-576,2021,415.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01145,BLD073,Fire Pump,Fire Safety,2,Daikin,FIR-148,2004,366.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01146,BLD074,Transformer,Electrical,24,Hitachi,TRA-630,2016,197.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01147,BLD074,Generator,Electrical,11,Mitsubishi,GEN-401,2026,152.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01148,BLD074,Chiller,HVAC,8,Siemens,CHI-395,2019,153.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01149,BLD074,Chiller,HVAC,26,ABB,CHI-462,2018,235.9,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01150,BLD074,Chiller,HVAC,22,Daikin,CHI-692,2020,203.1,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01151,BLD074,Transformer,Electrical,8,Daikin,TRA-526,2024,97.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01152,BLD074,FCU,HVAC,20,Panasonic,FCU-276,2024,334.6,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01153,BLD074,Temperature Sensor,BMS,19,ABB,TEM-698,2017,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01154,BLD074,Generator,Electrical,24,Panasonic,GEN-266,2015,202.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01155,BLD074,Booster Pump,Plumbing,19,Toshiba,BOO-887,2016,183.0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01156,BLD074,Fire Pump,Fire Safety,7,Panasonic,FIR-299,2026,139.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01157,BLD074,AHU,HVAC,1,Trane,AHU-222,2014,41.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01158,BLD074,Cooling Tower,HVAC,Roof,Carrier,COO-198,2018,21.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01159,BLD074,Temperature Sensor,BMS,8,Siemens,TEM-566,2019,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01160,BLD074,Lighting Panel,Lighting,3,Trane,LIG-684,2025,86.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01161,BLD074,Booster Pump,Plumbing,19,Hitachi,BOO-901,2025,106.7,Active,Low,SYNTHETIC_VN_REALISTIC
