fault_id,equipment_id,building_id,fault_timestamp,fault_type,severity,acknowledged,resolved,data_origin
FLT00419,EQ00888,BLD057,2026-04-13 06:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00420,EQ00557,BLD036,2026-08-01 13:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00421,EQ00760,BLD049,2026-02-04 15:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00422,EQ01180,BLD076,2026-03-09 22:00:00,High Temperature,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00423,EQ00026,BLD002,2026-04-21 21:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00424,EQ01920,BLD120,2026-02-20 04:00:00,Abnormal Vibration,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00425,EQ01793,BLD113,2026-07-28 13:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00426,EQ00887,BLD057,2026-02-14 10:00:00,Abnormal Vibration,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00427,EQ01054,BLD068,2026-08-20 13:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00428,EQ01348,BLD086,2026-05-03 04:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00429,EQ01685,BLD107,2026-01-07 19:00:00,Valve Stuck,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00430,EQ01422,BLD091,2026-07-04 12:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00431,EQ00701,BLD045,2026-07-21 01:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00432,EQ00490,BLD031,2026-05-29 01:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00433,EQ01132,BLD073,2026-05-14 18:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00434,EQ01387,BLD088,2026-08-29 19:00:00,Low Flow,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00435,EQ01753,BLD111,2026-02-19 23:00:00,Low Flow,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00436,EQ00727,BLD047,2026-02-20 00:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00437,EQ00557,BLD036,2026-06-11 15:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00438,EQ01739,BLD110,2026-08-06 06:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00439,EQ00084,BLD006,2026-01-19 12:00:00,Low Pressure,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00440,EQ00394,BLD026,2026-07-27 16:00:00,Low Pressure,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00441,EQ01225,BLD079,2026-07-28 06:00:00,Valve Stuck,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00442,EQ00661,BLD043,2026-04-12 15:00:00,Abnormal Vibration,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00443,EQ00596,BLD038,2026-06-23 15:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00444,EQ01173,BLD075,2026-02-28 01:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00445,EQ01889,BLD119,2026-01-29 21:00:00,Sensor Drift,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00446,EQ00053,BLD004,2026-07-22 17:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00447,EQ00702,BLD045,2026-05-11 09:00:00,Communication Loss,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00448,EQ01123,BLD072,2026-04-21 22:00:00,Abnormal Vibration,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00449,EQ01008,BLD064,2026-02-19 08:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00450,EQ00290,BLD019,2026-04-20 06:00:00,Valve Stuck,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00451,EQ00857,BLD056,2026-04-10 13:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00452,EQ01392,BLD088,2026-02-25 04:00:00,High Temperature,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00453,EQ00197,BLD014,2026-04-30 02:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00454,EQ01826,BLD115,2026-03-04 10:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00455,EQ00686,BLD044,2026-01-30 04:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00456,EQ01558,BLD099,2026-06-20 04:00:00,Abnormal Vibration,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00457,EQ00530,BLD034,2026-07-11 07:00:00,Sensor Drift,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00458,EQ00604,BLD039,2026-05-12 07:00:00,Low Flow,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00459,EQ00652,BLD042,2026-04-19 02:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00460,EQ00655,BLD043,2026-05-08 14:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00461,EQ00815,BLD053,2026-08-21 01:00:00,High Temperature,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00462,EQ01889,BLD119,2026-04-29 07:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00463,EQ00578,BLD037,2026-03-23 12:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00464,EQ00330,BLD022,2026-04-09 06:00:00,High Temperature,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00465,EQ01894,BLD119,2026-06-29 22:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00466,EQ00146,BLD011,2026-03-11 16:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00467,EQ01906,BLD120,2026-03-12 11:00:00,Low Flow,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00468,EQ01341,BLD086,2026-01-06 05:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00469,EQ01140,BLD073,2026-03-08 02:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00470,EQ00269,BLD018,2026-04-03 13:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00471,EQ01464,BLD093,2026-06-03 11:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00472,EQ00572,BLD037,2026-03-22 11:00:00,Valve Stuck,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00473,EQ00600,BLD039,2026-01-07 16:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00474,EQ01651,BLD105,2026-02-18 15:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00475,EQ00683,BLD044,2026-05-07 19:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00476,EQ01719,BLD109,2026-03-23 09:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00477,EQ01011,BLD064,2026-01-05 10:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00478,EQ01497,BLD095,2026-03-15 11:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00479,EQ00777,BLD050,2026-08-02 05:00:00,Low Pressure,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00480,EQ00365,BLD024,2026-04-08 19:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00481,EQ00161,BLD012,2026-06-09 05:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00482,EQ01415,BLD090,2026-04-18 16:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00483,EQ00932,BLD060,2026-01-25 02:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00484,EQ01207,BLD077,2026-03-17 11:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00485,EQ01319,BLD084,2026-09-01 08:00:00,Low Pressure,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00486,EQ01669,BLD106,2026-06-25 19:00:00,Overcurrent,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00487,EQ01153,BLD074,2026-06-08 23:00:00,Low Flow,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00488,EQ00312,BLD021,2026-03-06 06:00:00,Overcurrent,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00489,EQ01428,BLD091,2026-06-13 05:00:00,Sensor Drift,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00490,EQ00097,BLD006,2026-05-02 12:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00491,EQ00465,BLD030,2026-06-07 18:00:00,Low Flow,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00492,EQ00619,BLD040,2026-01-19 20:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00493,EQ00195,BLD014,2026-06-29 23:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00494,EQ00606,BLD039,2026-07-18 20:00:00,Low Pressure,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00495,EQ00379,BLD025,2026-04-06 06:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00496,EQ00967,BLD062,2026-05-25 05:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00497,EQ01527,BLD097,2026-01-12 07:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00498,EQ01239,BLD079,2026-04-20 00:00:00,Abnormal Vibration,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00499,EQ01692,BLD108,2026-04-18 20:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00500,EQ00418,BLD028,2026-05-31 16:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00501,EQ01173,BLD075,2026-01-24 08:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00502,EQ00638,BLD042,2026-06-28 21:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00503,EQ01306,BLD083,2026-01-18 02:00:00,Low Flow,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00504,EQ00144,BLD010,2026-02-03 11:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00505,EQ01039,BLD066,2026-07-14 10:00:00,Low Pressure,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00506,EQ01594,BLD101,2026-03-23 17:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00507,EQ01882,BLD118,2026-01-25 07:00:00,Overcurrent,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00508,EQ00739,BLD047,2026-07-09 14:00:00,Communication Loss,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00509,EQ01565,BLD099,2026-06-13 19:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00510,EQ01829,BLD115,2026-03-13 11:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00511,EQ00978,BLD062,2026-06-23 23:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00512,EQ00588,BLD038,2026-03-24 07:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00513,EQ01732,BLD110,2026-09-05 21:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00514,EQ01144,BLD073,2026-06-26 06:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00515,EQ00082,BLD006,2026-08-07 16:00:00,Low Flow,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00516,EQ00383,BLD025,2026-01-09 22:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00517,EQ00593,BLD038,2026-01-17 02:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00518,EQ00705,BLD046,2026-05-02 10:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00519,EQ01805,BLD114,2026-02-19 08:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00520,EQ00153,BLD011,2026-03-24 14:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00521,EQ00141,BLD010,2026-06-15 11:00:00,High Temperature,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00522,EQ00403,BLD026,2026-08-11 05:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00523,EQ01230,BLD079,2026-01-06 08:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00524,EQ00143,BLD010,2026-04-28 05:00:00,Low Flow,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00525,EQ00560,BLD037,2026-03-22 03:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00526,EQ00742,BLD048,2026-02-25 16:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00527,EQ00961,BLD061,2026-06-11 12:00:00,Valve Stuck,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00528,EQ01090,BLD070,2026-05-19 01:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00529,EQ00152,BLD011,2026-06-02 15:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00530,EQ01262,BLD081,2026-01-15 15:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00531,EQ00320,BLD021,2026-05-26 16:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00532,EQ00774,BLD050,2026-07-29 11:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00533,EQ01239,BLD079,2026-05-07 05:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00534,EQ00413,BLD027,2026-06-18 15:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00535,EQ01787,BLD113,2026-04-07 00:00:00,Abnormal Vibration,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00536,EQ00484,BLD031,2026-06-13 17:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00537,EQ00863,BLD056,2026-07-05 00:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00538,EQ01760,BLD111,2026-09-02 12:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00539,EQ01663,BLD105,2026-02-17 02:00:00,Communication Loss,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00540,EQ00708,BLD046,2026-06-26 17:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00541,EQ01425,BLD091,2026-01-19 11:00:00,Overcurrent,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00542,EQ00065,BLD005,2026-01-08 01:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00543,EQ00773,BLD050,2026-09-02 03:00:00,Sensor Drift,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00544,EQ01849,BLD116,2026-02-09 05:00:00,Overcurrent,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00545,EQ00944,BLD060,2026-05-29 09:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00546,EQ01263,BLD081,2026-04-26 01:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00547,EQ01208,BLD077,2026-08-29 12:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00548,EQ00188,BLD013,2026-03-12 01:00:00,Abnormal Vibration,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00549,EQ01750,BLD111,2026-03-19 11:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00550,EQ01567,BLD099,2026-03-16 18:00:00,Low Pressure,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00551,EQ01197,BLD077,2026-08-29 11:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00552,EQ01734,BLD110,2026-01-25 11:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00553,EQ01920,BLD120,2026-08-29 00:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00554,EQ01822,BLD115,2026-06-09 10:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00555,EQ00630,BLD041,2026-04-26 11:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00556,EQ00547,BLD036,2026-02-20 18:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00557,EQ00597,BLD038,2026-05-15 14:00:00,Low Flow,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00558,EQ01655,BLD105,2026-07-20 03:00:00,Sensor Drift,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00559,EQ00646,BLD042,2026-05-19 08:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00560,EQ01808,BLD114,2026-06-05 16:00:00,Sensor Drift,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00561,EQ01611,BLD102,2026-03-06 17:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00562,EQ00030,BLD002,2026-02-09 09:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00563,EQ00964,BLD061,2026-02-18 02:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00564,EQ01228,BLD079,2026-02-22 19:00:00,Sensor Drift,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00565,EQ00787,BLD051,2026-04-06 00:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00566,EQ00529,BLD034,2026-04-16 04:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00567,EQ00677,BLD044,2026-04-20 00:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00568,EQ00322,BLD021,2026-04-20 05:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00569,EQ01203,BLD077,2026-05-13 05:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00570,EQ01690,BLD108,2026-05-29 01:00:00,Overcurrent,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00571,EQ00271,BLD018,2026-07-16 06:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00572,EQ00114,BLD008,2026-04-30 12:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00573,EQ00161,BLD012,2026-09-01 11:00:00,High Temperature,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00574,EQ00054,BLD004,2026-08-25 03:00:00,Abnormal Vibration,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00575,EQ01214,BLD078,2026-07-22 03:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00576,EQ00889,BLD057,2026-04-14 15:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00577,EQ01417,BLD090,2026-01-16 23:00:00,Low Pressure,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00578,EQ00396,BLD026,2026-02-20 00:00:00,Sensor Drift,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00579,EQ00556,BLD036,2026-05-28 00:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00580,EQ01339,BLD086,2026-03-02 22:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00581,EQ01488,BLD094,2026-02-09 10:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00582,EQ01711,BLD108,2026-08-03 18:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00583,EQ01900,BLD119,2026-04-10 23:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00584,EQ01283,BLD082,2026-06-01 13:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00585,EQ01792,BLD113,2026-06-09 21:00:00,High Temperature,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00586,EQ00121,BLD008,2026-04-12 02:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00587,EQ01626,BLD103,2026-08-09 22:00:00,Low Pressure,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00588,EQ00732,BLD047,2026-02-26 10:00:00,Communication Loss,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00589,EQ01227,BLD079,2026-01-01 03:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00590,EQ00379,BLD025,2026-09-07 16:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00591,EQ01579,BLD100,2026-03-09 10:00:00,Sensor Drift,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00592,EQ00264,BLD017,2026-02-18 12:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00593,EQ00211,BLD014,2026-03-03 19:00:00,Communication Loss,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00594,EQ01711,BLD108,2026-06-24 05:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00595,EQ01736,BLD110,2026-04-14 09:00:00,Valve Stuck,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00596,EQ00262,BLD017,2026-01-21 16:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00597,EQ00575,BLD037,2026-06-29 13:00:00,High Temperature,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00598,EQ01098,BLD070,2026-03-02 17:00:00,Low Flow,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00599,EQ00891,BLD057,2026-03-07 04:00:00,Communication Loss,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00600,EQ01916,BLD120,2026-07-03 16:00:00,Sensor Drift,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00601,EQ01007,BLD064,2026-01-26 20:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00602,EQ01829,BLD115,2026-01-20 16:00:00,Abnormal Vibration,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00603,EQ00372,BLD024,2026-01-20 15:00:00,Low Pressure,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00604,EQ01174,BLD076,2026-04-17 05:00:00,Low Pressure,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00605,EQ01519,BLD097,2026-05-26 12:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00606,EQ00253,BLD017,2026-05-29 15:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00607,EQ01310,BLD083,2026-02-15 21:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00608,EQ00626,BLD041,2026-06-01 20:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00609,EQ01260,BLD080,2026-01-24 23:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00610,EQ00024,BLD002,2026-06-23 03:00:00,High Temperature,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00611,EQ00385,BLD025,2026-01-08 23:00:00,Low Pressure,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00612,EQ00019,BLD001,2026-04-04 10:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00613,EQ01465,BLD093,2026-03-28 18:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00614,EQ01180,BLD076,2026-09-06 17:00:00,Valve Stuck,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00615,EQ00080,BLD006,2026-06-08 09:00:00,High Temperature,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00616,EQ00560,BLD037,2026-09-07 05:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00617,EQ00443,BLD029,2026-05-05 23:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00618,EQ00079,BLD006,2026-01-31 08:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00619,EQ01825,BLD115,2026-05-12 04:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00620,EQ00966,BLD062,2026-01-27 06:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00621,EQ01715,BLD109,2026-08-07 11:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00622,EQ01156,BLD074,2026-06-28 13:00:00,Overcurrent,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00623,EQ01593,BLD101,2026-03-18 13:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00624,EQ00471,BLD030,2026-07-25 20:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00625,EQ01616,BLD103,2026-04-13 15:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00626,EQ01322,BLD084,2026-09-06 20:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00627,EQ00176,BLD013,2026-02-06 19:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
